LOINC_NUM,text_representation
22680-3,hg mcury/cratiine ratio] molar (u)
43162-7,monochloramine [mass/volume] in water
43162-7,monochloramine [assvolume] in water
43162-7,monochloramine [mass/volume] water random in
43162-7,monochloramine wat-mcnc
43162-7,mnochamine wat-mcnc
43162-7,monochloramine drug/toxicology wat-mcnc
43162-7,monochloramine (water) [mass/vol]
43162-7,[mass/vol] drug/toxicology (watr) monochloramine
43162-7,monochloramine massvol] (water)
63537-5,muscle specific receptor tyrosine kinase igg ab [mass/volume] in serum by immunoassay
63537-5,muscle specific receptor tyrosine kinase igg ab immunoassay in serum by [mass/volume]
63537-5,muscle specific receptor serum tyrosine kinase igg ab [mass/volume] in serum by immunoassay
63537-5,musk igg ser ia-mcnc
63537-5,musk ia-mcnc rec ser igg
63537-5,musk igg ser ia-mcnc
63537-5,muscle specific receptor tyrosine kinase igg ia (s) [mass/vol]
63537-5,muscle specific receptor [mass/vol] kinase igg ia (s) tyrosine
63537-5,musclescific recetr tyroseknase gg [mass/vol] (s) ia
43179-1,asialoganglioside gm1 igm ab [titer] in serum by immunoassay
43179-1,asiloganglioside eum igm ab [titer] n gm1 elisa by munoasay
43179-1,asialoganglioside ab igm meia gm1 [titer] in serum by immunoassay
43179-1,gm1 asialo igm titr ser ia
43179-1,gm1 dilution factor (titer) asialo igm titr ser ia
43179-1,ia asialo igm titr ser gm1
43179-1,asialoganglioside gm1 igm ia (s) [titer]
43179-1,(s gm igm ia aialogagliosde elisa titer]
43179-1,asialoganglioside gm1 igm ia (s) [titer]
6376-8,cytomegalovirus ag [presence] in serum or plasma by immunoassay
6376-8,cytomegalovirus ag [presence] in serpl by immunoassay
6376-8,[presence] ag cytomegalovirus in serum serpl or plasma by immunoassay
6376-8,cmv ag serpl ql ia
6376-8,cmv a ia srpql infectiousdisease
6376-8,cmv ag id serpl presence ia
6376-8,cmv ag ia ql
6376-8,ag cmv ia ql
6376-8,cmv ag ia ql
102061-9,"4,8-dioxa-3h-perfluorononanoate [mass/volume] in serum or plasma by lc/ms/ms"
102061-9,"4,8-dioxa-3h-perluoronoanoate [as/volum] inserum or plasa by lc/ms/ms"
102061-9,"4,8-diox-3h-perluorononnoate lc/s/m i serumor plamaby [mass/volume]"
102061-9,adona serpl lc/ms/ms-mcnc
102061-9,adona lc/ms/ms-mcnc serpl
102061-9,adona lc/ms/ms-mcnc serpl
102061-9,"4,8-dioxa-3h-perfluorononanoate lc/ms/ms [mass/vol]"
102061-9,"4,-doxa-3h-perfluoronnanot serpl c/ms/ms [mass/vol]"
102061-9,"4,8-dioxa-3h-perflornonanoat lc/ms/ms [mass/vol]"
16566-2,cefazolin [mass/volume] in urine
16566-2,cefazolin in [mass/volume] urine
16566-2,[mass/volume] cefazolin in level urine
16566-2,cefazolin ur-mcnc
16566-2,-mcnc cefazolin level
16566-2,ur-mcnc cefazolin
16566-2,cefazolin (u) [mass/vol]
16566-2,(u) drugs cefzoin [mass/vo]
16566-2,(u) cefazolin [mass/vol] ur
88921-2,echinococcus granulosus ab [titer] in serum by complement fixation
88921-2,echinococcus in ab [titer] granulosus serum by antibodies complement fixation
88921-2,echinococcus granulosus ab [titer] by ser in complement fixation
88921-2,e granulosus ab titr ser cf
88921-2,titr ab egranulosus er cf
88921-2,e granulosus ab titr cf autoantibodies ser
88921-2,e. granulosus ab cf (s) [titer]
88921-2,e. graulosus cf b complement fixation s)[titer]
88921-2,e. (s) ab cf granulosus id [titer]
46208-5,deprecated nursing notes
46208-5,deprecated findings nursing notes
46208-5,deprecated notes nursing document
46208-5,deprecated
46208-5,attach.clinrpt deprecated
46208-5,deprecated finding
41476-3,rickettsia rickettsii igg ab [presence] in serum by immunoassay
41476-3,iggab rickettsii ricketsa r rickettsi [prsence] inserum b immnoassy
41476-3,eum rickettsii igg b [presene]in rickttsia b immunoassa
41476-3,r rickettsi igg ser ql ia
41476-3,r rickettsi igg serql a
41476-3,ig ricketsi serum q ricket ia
41476-3,r. rickettsii igg ia ql (s)
41476-3,r. rickettsii igg (s) ql ia
41476-3,r. ql igg ia rickettsii (s)
42484-6,protein.monoclonal/protein.total in 24 hour urine by electrophoresis
42484-6,protein.monoclonal/protein.total in urine hour 24 by electrophoresis
42484-6,protein.monoclonal/protein.total hour 24 in urine by electrophoresis
42484-6,m protein 24h mfr ur elph
42484-6,m protein 24h mfr elph ur
42484-6,m protein24h mfr quantitative ur elph
42484-6,protein.monoclonal elph (24h u) [mass fraction]
42484-6,prtein.mooclonal elph (4h) [mass qnt fractin]
42484-6,protein.mooclonal pr elph u) (24h [mass fraction]
101924-9,transforming growth factor beta 1 [mass/volume] in urine by immunoassay
101924-9,elisa transforming growth factor beta 1 [mass/volume] in urine by immunoassay
101924-9,transforming growth factor beta 1 [mass/volume] in urine by immunoassay
101924-9,tgf-beta-1 ur ia-mcnc
101924-9,tg-beta-1 r ia-mcnc
101924-9,tgf-beta-1 elfa ia-mcnc ur
101924-9,transforming growth factor beta 1 ia (u) [mass/vol]
101924-9,transforming growth factor beta 1 ia (u) [mass/vol]
101924-9,transorming growth factor eta ia (u) i [ass/vol]
26796-3,oxalate [presence] in urine
26796-3,urine [ql] in oxalate
26796-3,oxalate [presence] urine in
26796-3,oxalate ur ql
26796-3,ua oxalate presence u
26796-3,oxalate ethanedioate ur ql
26796-3,oxalate ql (u)
26796-3,oxalate (u) ql
26796-3,oxalate (u) ql
91068-7,enterovirus rna [presence] in stool by naa with probe detection
91068-7,detection rna [presence] in stool by naa with probe enterovirus
91068-7,3sr sr entervirusrna etection in stool by naa wit pobe [presence
91068-7,ev rna stl ql naa+probe
91068-7,ev infectious disease rna stl ql naa+probe
91068-7,stl rna ev ql naa+probe
91068-7,enterovirus rna naa+probe ql (stl)
91068-7,enterovirus rna naa+probe random ql (stl)
91068-7,eteroirus rna aa+robe  (stl)
5376-9,thermoactinomyces candidus ab [units/volume] in serum
5376-9,thermoactinomyces candidus ab [units/volume] in ser
5376-9,thermoactinomyces arbitrary concentration candidus ab [units/volume] serum in
5376-9,t candidus ab ser-acnc
5376-9,t candidus ab serum-acnc
5376-9,t candidus ab ser-acn
5376-9,t. candidus ab qn (s)
5376-9,t. ab andids qn point in time (s)
5376-9,ab candius id t. qn()
104724-0,streptococcus agalactiae dna [presence] in specimen by molecular genetics method
104724-0,in agalactiae dna [presence] streptococcus specimen by molecular genetics spec method
104724-0,streptococcus agalactiae dna [presence] in specimen by molecular genetics molecular genetics method
104724-0,gp b strep dna spec ql
104724-0,gp b strep strep dna presence spec
104724-0,strep gb strepdnaspec ql
104724-0,s. agalactiae dna molgen ql (specimen)
104724-0,s. aaactiae na molgen ql (ecimen)
104724-0,s. agalactiae dna molgen presence (specimen)
3744-0,meperidine [presence] in serum or plasma
3744-0,meperide [presece] in srum or pasma
3744-0,alodan [presence meperidine inserum or plasma
3744-0,meperidine serpl ql
3744-0,eperiine serpl ql serpl
3744-0,l eperidinesepl
3744-0,meperidine ql
3744-0,ql meperid
3744-0,meeridine ql
59189-1,methyl ethyl ketone/creatinine [molar ratio] in urine
59189-1,ethyl methyl ketone methyl ethyl ktoe/creatinine [oar ratio] urine in
59189-1,quantitative [molar ketne/creatinine ethylethyl rato] in rine
59189-1,mek/creat ur-srto
59189-1,drug/toxicology mek/crat ur-srto
59189-1,r-sto mek/creat
59189-1,methyl ethyl ketone/creatinine (u) [molar ratio]
59189-1,ketone/creatinine ethyl methyl (u) [molar ratio]
59189-1,substance ratio metyl ethyl kocreatinine(u) rtio] [molr
74322-9,mica*043 igg ab [presence] in serum
74322-9,mica*043 igg [presence] ab in serum
74322-9,mica*043 igg in [presence] immunoglobulin g ab ser
74322-9,mica*043 igg ser ql
74322-9,mica*043 ser igg ql
74322-9,random mica*43 ql se igg
74322-9,mica*043 igg ql (s)
74322-9,immunoglobulin g mica*043 ql ig (s)
74322-9,mica*043 igg ql (s)
23255-3,mycoplasma bovis ab [presence] in serum
23255-3,mycoplasma ab qual bovis [prsence]n sum
23255-3,point in time mycoplasma bovi ab [presence] in serum
23255-3,mp bovis ab ser ql
23255-3,ser bovis ab mp ql
23255-3,mp bovi q mycoplas ser ab
23255-3,mp. bovis ab ql (s)
23255-3,mp. bovis ab aby ql()
23255-3,mp. bovis ql ab (s)
48145-7,mevalonolactone/creatinine [molar ratio] in urine
48145-7,mevalonolactone/creatinine ratio] [molar in urine
48145-7,in [molar ratio] mevalonolactone/creatinine urine
48145-7,mevalonolactone/creat ur-srto
48145-7,mevalonic acid lactone ur-srto mevalonolactone/creat
48145-7,ur-srto mevalonolactone/creat
48145-7,mevalonolactone/creatinine (u) [molar ratio]
48145-7,mevalonolactone/creatnine () [mla creat rtio]
48145-7,mevalonolactone/creatinine (u) [molar crea ratio]
35175-9,saturated fatty acids [moles/volume] in serum or plasma
35175-9,saturated fatty acids [moles/volume] serum in or plasma
35175-9,saturatedfatty acids [moles/volume in srum r plasm
35175-9,sat fa serpl-scnc
35175-9,sat serpl-scnc fa
35175-9,sat plsm serum or plasma-scnc fa
35175-9,saturated fatty acids [moles/vol]
35175-9,pt saturated acids fatty [moles/vol]
35175-9,acids fatty saturated [moles/vol]
46126-9,endomysium iga ab [presence] in serum by immunofluorescence
46126-9,endomysium iga ab [presence] in ser by immunofluorescence acif
46126-9,immunofluorescence ab[presence] in transglutaminase ser by endomysiumiga
46126-9,endomysium iga ser ql if
46126-9,edomsi serqlif iga
46126-9,iga endomysium ser ql if
46126-9,endomysium iga if ql (s)
46126-9,endomysium iga presence immunofluorescence if (s)
46126-9,endomysium iga i immunofluor ql()
71675-3,basophils/leukocytes [pure number fraction] in blood by manual count
71675-3,baophilslukocytes [pure numbe fracio] in blod by manua count
71675-3,[pure basophils/leukocytes number frction] in bd by basos anual count
71675-3,basophils nfr.df bld manual
71675-3,basophils bld nfr.df blood manual
71675-3,basopilsnfr.d mnual quantitative blood
71675-3,basophils/leukocytes manual cnt (bld) [pure # fraction]
71675-3,basophils/leukocytes manual cnt (blood) [pure # fraction]
71675-3,wb basophils/lekocytes manual ct (bld)[pure #fration]
77390-3,respiratory syncytial virus ag [presence] in nasopharynx by immunofluorescence
77390-3,respiratory syncytia vius ag [presene in naspharynx by immunoflorescene
77390-3,respiratory point in time sncyial virus ag [resen] in naspharyn b immunofluorsene
77390-3,rsv ag nph ql if
77390-3,rsv a immunofluorescence nph ql if
77390-3,rsv ag if q nph
77390-3,rsv ag if ql (nph)
77390-3,presence ag if pulmonology rsv (ph)
77390-3,rsv infectious disease if ag ql(nph)
15379-1,haemophilus influenzae b ag [presence] in urine
15379-1,[presence] influenzae b ag haemophilus ordinal in urine
15379-1,haemophilus influenzae b ag [presene] in urne
15379-1,haem influ b ag ur ql
15379-1,haem influ b ur ag ql
15379-1,haem b influ ag ur ql
15379-1,h. influenzae b ag ql (u)
15379-1,h flu h. influenzae b ag ql (u)
15379-1,h. infectiousdisease influenzae b ag (u) ql
24411-1,canine parvovirus ab [presence] in serum by hemagglutination inhibition
24411-1,canine parvovirus ab [presence] hemagglutination serum by in inhibition
24411-1,canin prvovirus ab [presece] in inhibition byhemagglutination serum
24411-1,cpv ab ser ql hai
24411-1,cpv ab serum hi ql hai
24411-1,cpv ser ab ql hai parvo virus
24411-1,canine parvovirus ab hai ql (s)
24411-1,canine parvovirus ab hai ql (s)
24411-1,canine ab parvovirus hai ql (s)
69866-2,process variables for assays - human leukocyte antigen - hla phenx
69866-2,process variables for assays panel.phenx - human leukcyte antigen - hla penx
69866-2,process variables for assays -human hen antige - ha leuocyte
69866-2,process for assays-hla phenx
69866-2,assays-hla for process phenx
69866-2,for process assays-hla phenx
80608-3,cefuroxime [mass/volume] in serum or plasma
80608-3,efuroxime[mas/volume] pl in serm or plasma
80608-3,serum [ass/volume] in efuroxime or plasma
80608-3,cefuroxime serpl-mcnc
80608-3,zinacef serpl-mcnc cefuroxime
80608-3,serpl-mcnc cefuroxime
80608-3,cefuroxime [mass/vol]
80608-3,quant cefuroxime [mass/vol]
80608-3,cefuroxime [mass/vol]
19090-0,colony count [#/volume] in urine
19090-0,abs coln count [/volume] urine in
19090-0,urine cont [/volume] in colony
19090-0,cc # ur
19090-0,random cc ur #
19090-0,ur # cc
19090-0,colony count (u) [#/vol]
19090-0,colony count (u) [#/vol]
19090-0,colony quant [#/vol] (u) count
74427-6,myelocytes.eosinophilic/leukocytes in blood by manual count
74427-6,myelocytes.eosinophilic/leukocytes in blood by count manual
74427-6,myelocytes.eosinophilic/leukocytes in blood by wb manual count
74427-6,myelocytes.eos nfr bld manual
74427-6,bldmanual nfr manl myelocytes.o
74427-6,manual nfr white bld cell bld myelocytes.eos
74427-6,myelocytes.eosinophilic/leukocytes manual cnt (bld)
74427-6,myelocytes.eosinophilic/leukocytes manual cnt random (bld)
74427-6,manual myelocytes.eosinophilic/leukocytes cnt (bld)
85750-8,streptococcus pneumoniae danish serotype 23a dna [cycle threshold #] in specimen by naa with probe detection
85750-8,streptococcus pneumoniae danish serotype 23a dna [cycle threshold #] in specimen by naa with probe detection
85750-8,qbr streptococcus pneumoniae danish serotype 23a dna [cycle threshold #] in specimen by naa with probe detection
85750-8,s pneum da 23a dna ct spec qn naa+probe
85750-8,spec pneum da 23a dna ct s qn naa+probe
85750-8,s pneum da 23a dna ct spec qn naa+probe
85750-8,s. pneumoniae danish type 23a dna naa+probe (specimen) [threshnum]
85750-8,s. naa+probe danish type id 23a dna pneumoniae (specimen) [threshnum]
85750-8,s. pneumonae danish ype 3a dna na+prbe (spcien[threshnum]
71391-7,cms - eye exam panel
71391-7,cms eye pane exam
71391-7,cms pnel eye pt eam -
101216-0,hantavirus sin nombre igm ab [presence] in serum or plasma by line blot
101216-0,hantavrus sinnombre igm ab [prsence] in serum or plasma ylie blot
101216-0,hantavirus sin nombre igm ab [presence] qual in serum or plasma by line blot
101216-0,snv igm serpl ql line blot
101216-0,nv serpl igmserpl lne l blo
101216-0,snv sr igm serpl ql line blot
101216-0,hantavirus sin nombre igm line blot ql
101216-0,hantavirus sin ql igm line blot nombre
101216-0,hantavirus snv sin nombre igm line blot ql
2830-8,potassium renal clearance in 24 hour urine and serum or plasma
2830-8,clearance renal potassium in 24 hour urine and serum or 24hr plasma
2830-8,potassium renal in clearance 24 hour urine and serum or plasma
2830-8,potassium cl 24h ur+serpl-vrate
2830-8,potassium 24h cl ur+serpl-vrate
2830-8,potassium cl ur+serpl-vrate 24h
2830-8,potassium renal clearance (24h u+s/p) [vol/time]
2830-8,potassium rnalclearane serpl (24h u+s/p) [vol/time]
2830-8,potassium renal clearance (24h u+s/p) [vol/time]
5181-3,hepatitis a virus igm ab [units/volume] in serum by immunoassay
5181-3,patitis avirus i ab [units/volume] in serum byimmunossay
5181-3,hepatitis a virus igm ab [units/volume] in serum quantitative by immunoassay
5181-3,hav igm ser ia-acnc
5181-3,enzyme immunoassay hav im sr ia-cnc
5181-3,hav igm ser random ia-acnc
5181-3,hav igm ia qn (s)
5181-3,hav ia igm qn (s)
5181-3,hav igm ia qn (s)
75105-7,fatty acids.very long chain c26:1 (hexacosenoate) [entitic substance] in red blood cells
75105-7,fatty acids.very long chain c26:1 (hexacosenoate) [entitic substance] in red bld cells
75105-7,in acids.very long chain c26:1 (hexacosenoate) [entitic substance] fatty red blood cells
75105-7,vlcfa c26:1 entsub rbc
75105-7,erythrocytes vlcfa c26:1 entsub rbc
75105-7,vlcfa c26:1 entsub rbc vlc
75105-7,fatty acids.very long chain c26:1 (hexacosenoate) (rbc) [entitic substance]
75105-7,(rbc) acids.very long chain c26:1 (hexacosenoate) fatty quan [entitic substance]
75105-7,fatt qnt acids.ver long chain c26:1 (exacosenoate) (rbc) [entitic substance]
22496-4,rubella virus ab [presence] in serum
22496-4,rubella virus ab [pesence] in serum anti
22496-4,rubella viusab [presencein ser
22496-4,rubv ab ser ql
22496-4,rubv ab serum ql sr
22496-4,universallaborders serql ab rubv
22496-4,rubella virus ab ql (s)
22496-4,rubella screen ab virus presence ()
22496-4,rubella virus ql ab (s)
96403-1,renal clearance and renal plasma flow panel - urine and serum or plasma
96403-1,renal clearance and renal plasma flow panel - urine and serum or plasma
96403-1,renal clearance and renl plas low urn pan - urie and serumor lasma
96403-1,renal cl + rpf panel ur+serpl
96403-1,cl dynamic enal rpf panel ur+serpl
96403-1,renalc ur+srpl rpf pnel +
96403-1,renal clearance and renal plasma flow panel (stdy u+s/p)
96403-1,renal clearance and renal plasma flow panel (stdy u+s/p)
96403-1,renal clearance and renal plas flow panel (stdy u+s/p) quant
51982-7,lamotrigine [presence] in serum or plasma
51982-7,lamotrigine [presence] in ser or plasma
51982-7,lamorigine serplas presnce] in serum or plasma
51982-7,lamotrigine serpl ql
51982-7,lamotrgine sp drugs l
51982-7,lamotrigine serpl ql
51982-7,lamotrigine ql
51982-7,presence lamotrigine
51982-7,lamotrigine ql plsm
72260-3,phosphorylated tau 181 [mass/volume] in cerebral spinal fluid by immunoassay
72260-3,phosphorylated tau phospho t181 181 [mass/volume] in cerebral spinal fluid by immunoassay
72260-3,phosphorylated by 181 [mass/voume]n cerebral pinalflui tau mmunossay
72260-3,p-tau181 csf ia-mcnc
72260-3,p-tau181 csf ia-mcc mass concentration
72260-3,p-tau181 csf ia-mcnc
72260-3,phosphorylated tau 181 ia (csf) [mass/vol]
72260-3,phosphorylated point in time tau 181 ia (csf) [mass/vol]
72260-3,posporlated 181 tau ia (csf) [mss/vol] prot
45220-1,lymphocytic choriomeningitis virus igm ab [presence] in serum
45220-1,lymhoytic choriomeningitis infectiousdisease virus rum ab [presence] in igm
45220-1,in choriomeningitis virus igab[presenc lymphocytc immune globulin m serum
45220-1,lcmv igm ser ql
45220-1,lcmv ser igm ql
45220-1,id lcmv igm ser ql
45220-1,lymphocytic choriomeningitis virus igm ql (s)
45220-1,lymphocytic choriomeningitis virus igm ql (s)
45220-1,ymphocytic virusigm hoiomeningti l (s)
82465-6,mosquito identified [type] in environmental specimen
82465-6,in identified [type] mosquito environmental specimen
82465-6,mosquito ientifie [typ] in environmental spcimen
82465-6,mosquito environ spec
82465-6,spec random environ mosquito
82465-6,mosquito environ id spec
82465-6,mosquito identified nom (environmental specimen)
82465-6,specimen) identified nom (environmental mosquito
82465-6,msquio idntified nom secimen enirnental
74409-4,mica igg panel - serum
74409-4,mica - panel igg serum
74409-4,igg mica panel - serum
74409-4,mica igg pnl ser
74409-4,pnl igg mica serum
74409-4,igg mica pnl ser mica igg pnl
74409-4,mica igg panel (s)
74409-4,ic igg panel (s) pnl
74409-4,(s) serology igg panel mica
100843-2,liver fibrosis score in serum or plasma by calculated.agile3+
100843-2,by fibrosis score in ser or plasma liver calculated.agile3+
100843-2,liverfirosis score inserum or plaa by calculated.gle3+
100843-2,liver fibr score serpl agile3+
100843-2,lver fibr serplaie3 score
100843-2,liver agile3+ random score serpl fibr
100843-2,liver fibrosis score calculated.agile3+ [score]
100843-2,liver fibrosis pl score calculated.agile3+ [score]
100843-2,liverfibois core calculate.agile3+ [score]
33709-7,clostridium botulinum toxin a [presence] in specimen
33709-7,clostridium c bot tox botulinum toxin a [ql] in specimen
33709-7,clstridim botulinumti a [pesenc] i spcime
33709-7,c bot tox a spec ql
33709-7,presence bot qualitative tox a spec c
33709-7,c ot spec a misc tx ql
33709-7,c. botulinum toxin a ql (specimen)
33709-7,c. (specimen txin a presence otulinum
33709-7,c. botulinum toxin a presence (specimen) point in time
55898-1,immunoglobulin light chains.free [presence] in serum by immunofixation
55898-1,immunoglobulin lightchains.free [presence by serum in mmunofixaton
55898-1,immunoglobulin light chains.free [presence] immunofixation serum by in
55898-1,bj protein free ser ql ife
55898-1,ser protein free bj ql ife
55898-1,protein bj free ser ql bjp ife
55898-1,immunoglobulin light chains.free immunofixation ql (s)
55898-1,light immunoglobulin chains.free immunofixation ql (s)
55898-1,imuoglobuli ight cains.free munofixation ql (s)
3953-7,phenothiazines [presence] in urine
3953-7,phenothiazine in [presence] rine
3953-7,phenothiazines inurin [presene]
3953-7,phenothiaz ur ql
3953-7,ql ur phenothiaz
3953-7,phenothiaz phenothiazn ur l
3953-7,phenothiazines ql (u)
3953-7,pheothiazines  (u)
3953-7,(u) ql phenothiazines
38430-5,ibuprofen [mass/volume] in serum or plasma --1 hour post dose
38430-5,ibofen [mass/volue in serum r pma--1 hour postdose
38430-5,--1 60 min inserum or plsma ibuprofen[mas/volum] our post ose
38430-5,ibuprofen 1h p serpl-mcnc
38430-5,ibuproen serpmcnc p 1h
38430-5,iburofen 1h p sepl-mcnc
38430-5,ibuprofen 1 hr post dose [mass/vol]
38430-5,post 1 hr ibuprofen dose serp [mass/vol]
38430-5,ibuprofen 1 hr post [mass/vol] dose
27167-6,chlamydia trachomatis igm ab [titer] in cerebral spinal fluid by immunofluorescence
27167-6,clamyia trachomats igm ab [titer] n titer cerebral spinl fluid by immnofluoresence
27167-6,chlamydia trachomatis igm ab [titer] in cerebral spinal fluid by immunofluorescence
27167-6,c trach igm titr csf if
27167-6,c trah igmtitr if csf
27167-6,c trach igm tit csf if
27167-6,c. trachomatis igm if (csf) [titer]
27167-6,c. trachomats im if (cs) [titer]
27167-6,c (csf) if rachomaisigm [titer]
74806-1,lithium [moles/volume] in serum or plasma --trough
74806-1,lithiu in [molevolume qnt serum or plasma --tou
74806-1,lithium [moles/volume] in lithane --trough or plasma serum
74806-1,lithium trough serpl-scnc
74806-1,trough lithium serum or plasma-scnc point in time
74806-1,lithium trough serpl-scnc
74806-1,lithium trough [moles/vol]
74806-1,plsm trough lithium [moles/vol]
74806-1,point in time lithiumtroh[moles/vol]
10898-5,eastern equine encephalitis virus igm ab [titer] in serum by immunofluorescence
10898-5,eastern equine encephalitis virus igm ab [titer] in ser by immunofluorescence
10898-5,ester euine encepalitis virus id igmb [iter] inseum by immunofuorescence
10898-5,eeev igm titr ser if
10898-5,eeev igm titr enc ser if
10898-5,if eee virus gm titr sr eeev
10898-5,eeev igm if (s) [titer]
10898-5,eeev igm if (s) [titer]
10898-5,eeev igm i (s) [titer]
59920-9,lamotrigine [moles/volume] in gastric fluid
59920-9,lamotrigine [moles/volume] gastric in fluid
59920-9,in [mole/volum lamotrigine gastrc gastric contents flud
59920-9,lamotrigine gast-scnc
59920-9,gastscnc random lamotrigine
59920-9,gast-scnc lamotrigine
59920-9,lamotrigine (gast fld) [moles/vol]
59920-9,lamotrigiegast moles/vol] fld)
59920-9,lamotrigine drugs fld) (gast [moles/vol]
23509-3,trypanosoma equiperdum [presence] in body fluid by light microscopy
23509-3,tranosoma lght in bodyfluid by equiperdum[presence] microcopy
23509-3,trypanosoma light [presence] in body fluid by equiperdum microscopy
23509-3,t equiperdum fld ql micro
23509-3,t equiperdum ql fld micro
23509-3,l ld eqipedum micro
23509-3,t. equiperdum lm ql (body fld)
23509-3,t. equiperdum presence lm (body fld)
23509-3,equiperdum t. lm ql body covering disease l)
97535-9,gas panel - central venous blood
97535-9,gas pnel  central venou lood
97535-9,as pane - venous centra blood qnt
97535-9,gas pnl bldcv
97535-9,bldcv pnl gas
97535-9,gas n bldcv
97535-9,gas panel (bldcv)
97535-9,as panel panl (bldcv)
97535-9,gas (bdcv) random panl
14056-6,"carbamazepine 10,11-epoxide free [mass/volume] in serum or plasma"
14056-6,"carbamazepine 10,11-epoxide free [mass/volume] in serpl"
14056-6,carbmazepin 1011-epoxiefre mss/volume] in serum r plasma
14056-6,carbamazepine ep free serpl-mcnc
14056-6,aramazepine ep quantitative free serpl-mcnc
14056-6,carbamazepine ep free serpl-mcnc serp
14056-6,"carbamazepine 10,11-epoxide free [mass/vol]"
14056-6,"carbamazepine free 10,11-epoxide [mass/vol]"
14056-6,"crbamazepin carbamezapine 10,11epxide re[mass/vol]"
60334-0,thiocyanate [moles/volume] in specimen
60334-0,thiocyanate [moles/volume] specimen in
60334-0,thiocyanate [moles/volume] in specimen quant
60334-0,thiocyanate spec-scnc
60334-0,spec-scnc thiocyanate
60334-0,spec-snc thicyaate
60334-0,thiocyanate (specimen) [moles/vol]
60334-0,[moles/vol] (spcen) thiocaate
60334-0,(secimen[moes/vol] thiocyanate
29369-6,n-acetylprocainamide/procainamide [mass ratio] in serum or plasma
29369-6,n-acetylprocainamide/procainamide mass ratio] or acecainide serum in plama
29369-6,n-acetylprocainamide/procainamide [mass or in serum ratio] plasma
29369-6,napa/pa serpl
29369-6,serpl nap/pa
29369-6,npapa sr epl
29369-6,n-acetylprocainamide/procainamide [mass ratio]
29369-6,[mass serpl n-acetylprocainamide/procainamide ratio]
29369-6,n-acetylprocainamide/procainamide pl ratio] [mass
95224-2,myelocytes/leukocytes in stem cell product by manual count
95224-2,cell in stem myelocytes/leukocytes product by manual count
95224-2,mylocts/eukocytes n stem count producbymanual cell
95224-2,myelocytes nfr stem prod manual
95224-2,myelocyts nfr stem rod anual quant
95224-2,mylocytes nfr ste pr wbc mnua
95224-2,myelocytes/leukocytes manual cnt (stem cell product)
95224-2,myelocytes/leukocytes (stem cnt manual cell product)
95224-2,cnt manual myelocytes/leukocytes (stem cell product)
93244-2,complement sc5b-9 [mass/volume] in serum or plasma by immunoassay
93244-2,complement elfa sc5b-9 [mass/volume] nserum or plasmaby immuoassay
93244-2,complement sc5b-9 [mass/volume] by ser or plasma in immunoassay
93244-2,sc5b9 serpl ia-mcnc
93244-2,scb9 erpl ia-mn
93244-2,serpl sc5b9 ia-mcnc
93244-2,complement sc5b-9 ia [mass/vol]
93244-2,complement sc5b-9 eia ia [mass/ol]
93244-2,complement sc5b-9 plas ia [mass/vol]
22219-0,coxsackievirus a7 ab [titer] in cerebral spinal fluid
22219-0,coxckieirus a7 in titer] ab point in time cerebral spinal fluid
22219-0,coxsakevirus a7 a[titer] i cerebral spinal fluid
22219-0,cv a7 ab titr csf
22219-0,7 v ab titr csf
22219-0,cv a7 ab titr spinal flu csf
22219-0,coxsackievirus a7 ab (csf) [titer]
22219-0,coxsackievirus (csf) ab a7 [titer]
22219-0,coxsckievirus a7 ab(cf)[tier]
62280-3,phenx - caffeine protocol 050301
62280-3,caffeine caffn - phenx protocol 050301
62280-3,phenx protocol caffeine - 050301
62280-3,phenx - caffeine protocol
62280-3,phenx - caffeine protocol
62280-3,phen caffeine point in time protool
88223-3,francisella sp dna [presence] in aspirate by naa with probe detection
88223-3,francisella sp dna [ql] in aspirate probe id naa with by detection
88223-3,fancsla sp dna [preence] in aspirate by naa probe with detection
88223-3,francisella sp dna aspirate ql naa+probe
88223-3,probe with ampification francisela sp dna aspirate ql aa+prbe
88223-3,francisella sp dna aspirate amplification ql naa+probe
88223-3,francisella sp dna naa+probe ql (asp)
88223-3,francisella ql dna naa+probe sp (asp)
88223-3,fraisella sp dna naa+probeql (asp)
35094-2,blood pressure panel
35094-2,blood pressure panel
35094-2,panel pressure blood panel.bp
35094-2,bp pnl
35094-2,bp pnl
35094-2,pan pnl bp
59464-8,microbiologist review of results
59464-8,microbiologist review results of interpretation
59464-8,microiologist f reviw impressions result
59464-8,microbiologist review
59464-8,microbiology microbiologist review
59464-8,review misc microbiologist
59464-8,microbiologist review [interp]
59464-8,pt micobiologist review [inter]
59464-8,microbiologist [interp] review
17565-3,salmonella typhi h d ab [presence] in serum by latex agglutination
17565-3,salmonella by h d ab [presence] in serum typhi latex agglutination
17565-3,salmonella typhi h d ab [presence] by ser in latex agglutination
17565-3,s typhi h d ab ser ql la
17565-3,styphihd ab ql serum a
17565-3,s typhi d ab pr sr presence la
17565-3,s. typhi h d ab la ql (s)
17565-3,s. typh h typhoid d ab la ql (s)
17565-3,s. typhi aby h d (s) la ql ab
23557-2,vesicular stomatitis virus ag [presence] in skin by immunoassay
23557-2,viruag stomatitis icular [presence in skn b immunoassay
23557-2,vesicular stomatitis in ag [presence] virus skin by immunoassay
23557-2,vsv ag skin ql ia
